uniprot_ID	reviewed	uniprot_name	protein	gene_name_long	organism	refseq	length	locus_tag	pathway	go_ids	go_bp	localization
P54946	reviewed	YXEG_BACSU	Uncharacterized protein YxeG	yxeG IP1A BSU39560	Bacillus subtilis 168	NP_391835.1; NC_000964.3.;WP_003242636.1; NZ_JNCM01000034.1.;	185	BSU39560	NA	GO:0005886	NA	inner membrane
P54949	reviewed	YXEJ_BACSU	Uncharacterized protein YxeJ	yxeJ BSU39530 LP9B	Bacillus subtilis 168	NP_391832.2; NC_000964.3.;WP_003243777.1; NZ_JNCM01000034.1.;	75	BSU39530	NA	NA	NA	unknown
P54956	reviewed	YXEQ_BACSU	Uncharacterized protein YxeQ	yxeQ BSU39460 LP9I	Bacillus subtilis 168	NP_391825.2; NC_000964.3.;WP_003243743.1; NZ_JNCM01000034.1.;	445	BSU39460	NA	GO:0006952; GO:0047613	defense response [GO:0006952]	unknown
P55182	reviewed	YXJN_BACSU	Uncharacterized protein YxjN	yxjN BSU38890	Bacillus subtilis 168	NP_391768.1; NC_000964.3.;WP_003243313.1; NZ_JNCM01000034.1.;	157	BSU38890	NA	GO:0005886	NA	inner membrane
P55185	reviewed	YXKA_BACSU	Uncharacterized protein YxkA	yxkA BSU38870	Bacillus subtilis 168	NP_391766.1; NC_000964.3.;WP_009968379.1; NZ_JNCM01000034.1.;	168	BSU38870	NA	NA	NA	unknown
P55192	reviewed	YBBA_BACSU	Uncharacterized protein YbbA	ybbA BSU01600	Bacillus subtilis 168	NP_388041.2; NC_000964.3.;WP_003234982.1; NZ_JNCM01000030.1.;	250	BSU01600	NA	NA	NA	unknown
P55908	reviewed	YCGA_BACSU	Uncharacterized protein YcgA	ycgA BSU03020	Bacillus subtilis 168	NP_388184.2; NC_000964.3.;WP_009966488.1; NZ_JNCM01000030.1.;	477	BSU03020	NA	GO:0005886	NA	inner membrane
P55909	reviewed	YCGB_BACSU	Uncharacterized protein YcgB	ycgB BSU03030	Bacillus subtilis 168	NP_388185.2; NC_000964.3.;WP_003246445.1; NZ_JNCM01000030.1.;	193	BSU03030	NA	NA	NA	unknown
P68575	reviewed	SCP1_BACSU	SPbeta prophage-derived stress response protein SCP1	yorD BSU20420	Bacillus subtilis 168	NP_389924.1; NC_000964.3.;WP_004399509.1; NZ_JNCM01000036.1.;	104	BSU20420	NA	GO:0005737	NA	cytoplasm
P68581	reviewed	YOPN_BACSU	SPbeta prophage-derived uncharacterized protein YopN	yopN BSU20830	Bacillus subtilis 168	NP_389965.1; NC_000964.3.;WP_009967507.1; NZ_JNCM01000036.1.;	105	BSU20830	NA	NA	NA	unknown
P68583	reviewed	YOSX_BACSU	SPbeta prophage-derived uncharacterized protein YosX	yosX yojZ BSU19970	Bacillus subtilis 168	NP_389878.1; NC_000964.3.;WP_004399299.1; NZ_JNCM01000036.1.;	117	BSU19970	NA	NA	NA	unknown
P70948	reviewed	YITV_BACSU	Putative esterase YitV (EC 3.1.-.-)	yitV BSU11150	Bacillus subtilis 168	NP_388996.1; NC_000964.3.;WP_003233006.1; NZ_JNCM01000035.1.;	255	BSU11150	NA	GO:0006508; GO:0008236	proteolysis [GO:0006508]	unknown
P70949	reviewed	SUFT_BACSU	Fe-S protein maturation auxiliary factor YitW (Iron-sulfur cluster assembly factor YitW)	yitW BSU11160	Bacillus subtilis 168	NP_388997.1; NC_000964.3.;WP_003232998.1; NZ_JNCM01000035.1.;	102	BSU11160	NA	NA	NA	unknown
P70958	reviewed	YWMA_BACSU	Uncharacterized protein YwmA	ywmA BSU36790	Bacillus subtilis 168	NP_391560.1; NC_000964.3.;WP_003243900.1; NZ_JNCM01000034.1.;	157	BSU36790	NA	NA	NA	unknown
P70960	reviewed	YWMC_BACSU	Uncharacterized protein YwmC	ywmC BSU36740	Bacillus subtilis 168	NP_391555.1; NC_000964.3.;WP_003227700.1; NZ_JNCM01000034.1.;	227	BSU36740	NA	NA	NA	unknown
P70961	reviewed	YWMD_BACSU	Uncharacterized protein YwmD	ywmD BSU36730	Bacillus subtilis 168	NP_391554.1; NC_000964.3.;WP_003243553.1; NZ_JNCM01000034.1.;	224	BSU36730	NA	NA	NA	unknown
P70963	reviewed	YWMF_BACSU	Uncharacterized membrane protein YwmF	ywmF BSU36680	Bacillus subtilis 168	NP_391549.2; NC_000964.3.;WP_003244390.1; NZ_JNCM01000034.1.;WP_010886630.1; NC_000964.3.;	159	BSU36680	NA	GO:0005886	NA	inner membrane
P70966	reviewed	YWME_BACSU	Uncharacterized protein YwmE	ywmE BSU36720	Bacillus subtilis 168	NP_391553.1; NC_000964.3.;WP_003227706.1; NZ_JNCM01000034.1.;	53	BSU36720	NA	GO:0005886	NA	inner membrane
P70976	reviewed	YBAJ_BACSU	Uncharacterized methyltransferase YbaJ	ybaJ BSU01510	Bacillus subtilis 168	NP_388032.2; NC_000964.3.;WP_004399665.1; NZ_JNCM01000029.1.;	255	BSU01510	NA	GO:0008168; GO:0008757; GO:0032259	methylation [GO:0032259]	unknown
P70996	reviewed	YWHD_BACSU	Uncharacterized protein YwhD	ywhD BSU37520	Bacillus subtilis 168	NP_391632.1; NC_000964.3.;WP_003244446.1; NZ_JNCM01000034.1.;	172	BSU37520	NA	NA	NA	unknown
P71000	reviewed	YWHH_BACSU	Uncharacterized protein YwhH	ywhH BSU37480	Bacillus subtilis 168	NP_391628.1; NC_000964.3.;WP_003227547.1; NZ_JNCM01000034.1.;	157	BSU37480	NA	GO:0002161	NA	unknown
P71004	reviewed	YWHL_BACSU	Uncharacterized protein YwhL	ywhL BSU37440	Bacillus subtilis 168	NP_391624.1; NC_000964.3.;WP_003244415.1; NZ_JNCM01000034.1.;	458	BSU37440	NA	NA	NA	unknown
P71037	reviewed	YWNB_BACSU	Uncharacterized protein YwnB	ywnB BSU36620	Bacillus subtilis 168	NP_391543.1; NC_000964.3.;WP_003227736.1; NZ_JNCM01000034.1.;	213	BSU36620	NA	GO:0004074; GO:0016646; GO:0042602	NA	unknown
P71038	reviewed	YWNC_BACSU	Uncharacterized protein YwnC	ywnC BSU36610	Bacillus subtilis 168	NP_391542.1; NC_000964.3.;WP_003227738.1; NZ_JNCM01000034.1.;	127	BSU36610	NA	GO:0016020	NA	unknown
P71041	reviewed	YWNF_BACSU	Uncharacterized protein YwnF	ywnF BSU36580	Bacillus subtilis 168	NP_391539.1; NC_000964.3.;WP_003244359.1; NZ_JNCM01000034.1.;	144	BSU36580	NA	GO:0005886	NA	inner membrane
P71046	reviewed	YWGA_BACSU	Uncharacterized protein YwgA	ywgA BSU37590	Bacillus subtilis 168	NP_391639.1; NC_000964.3.;WP_003227524.1; NZ_JNCM01000034.1.;	166	BSU37590	NA	NA	NA	unknown
P71066	reviewed	YVFG_BACSU	Uncharacterized protein YvfG	yvfG BSU34210	Bacillus subtilis 168	NP_391301.1; NC_000964.3.;WP_003219905.1; NZ_JNCM01000033.1.;	72	BSU34210	NA	NA	NA	unknown
P71080	reviewed	YGAB_BACSU	Uncharacterized protein YgaB	ygaB BSU08670	Bacillus subtilis 168	NP_388747.1; NC_000964.3.;WP_009968853.1; NC_000964.3.;	114	BSU08670	NA	NA	NA	unknown
P71083	reviewed	YGAE_BACSU	UPF0421 protein YgaE	ygaE BSU08700	Bacillus subtilis 168	NP_388750.1; NC_000964.3.;WP_003233537.1; NZ_JNCM01000032.1.;	353	BSU08700	NA	GO:0005886	NA	inner membrane
P80238	reviewed	GS26_BACSU	General stress protein 26 (GSP26)	ydaG yzzA BSU04220	Bacillus subtilis 168	NP_388303.1; NC_000964.3.;WP_003234396.1; NZ_JNCM01000031.1.;	140	BSU04220	NA	NA	NA	unknown
P80241	reviewed	G17M_BACSU	General stress protein 17M (GSP17M)	yflT BSU07550	Bacillus subtilis 168	NP_388636.1; NC_000964.3.;WP_003233729.1; NZ_JNCM01000032.1.;	115	BSU07550	NA	NA	NA	unknown
P94352	reviewed	YXJI_BACSU	Uncharacterized protein YxjI	yxjI BSU38940	Bacillus subtilis 168	NP_391773.1; NC_000964.3.;WP_003242923.1; NZ_JNCM01000034.1.;	162	BSU38940	NA	NA	NA	unknown
P94353	reviewed	YXJJ_BACSU	Uncharacterized protein YxjJ	yxjJ BSU38930	Bacillus subtilis 168	NP_391772.1; NC_000964.3.;WP_010886640.1; NZ_JNCM01000034.1.;	87	BSU38930	NA	GO:0016020	NA	unknown
P94357	reviewed	YXKD_BACSU	UPF0750 membrane protein YxkD	yxkD BSU38840	Bacillus subtilis 168	NP_391763.1; NC_000964.3.;WP_003242615.1; NZ_JNCM01000034.1.;	278	BSU38840	NA	GO:0005886	NA	inner membrane
P94359	reviewed	YXKF_BACSU	Uncharacterized protein YxkF	yxkF BSU38820	Bacillus subtilis 168	NP_391761.1; NC_000964.3.;WP_003242549.1; NZ_JNCM01000034.1.;	297	BSU38820	NA	NA	NA	unknown
P94371	reviewed	YXLC_BACSU	Uncharacterized protein YxlC	yxlC BSU38690	Bacillus subtilis 168	NP_391748.1; NC_000964.3.;WP_003227289.1; NZ_JNCM01000034.1.;	106	BSU38690	NA	GO:0005886	NA	inner membrane
P94382	reviewed	YCGG_BACSU	Uncharacterized protein YcgG	ycgG BSU03100	Bacillus subtilis 168	NP_388192.2; NC_000964.3.;WP_003246374.1; NZ_JNCM01000030.1.;	253	BSU03100	NA	NA	NA	unknown
P94389	reviewed	YCGL_BACSU	Uncharacterized protein YcgL	ycgL BSU03190	Bacillus subtilis 168	NP_388201.1; NC_000964.3.;WP_003246492.1; NZ_JNCM01000030.1.;	260	BSU03190	NA	NA	NA	unknown
P94394	reviewed	YCGQ_BACSU	UPF0703 protein YcgQ	ycgQ BSU03240	Bacillus subtilis 168	NP_388206.1; NC_000964.3.;WP_003234649.1; NZ_JNCM01000030.1.;	285	BSU03240	NA	GO:0005886	NA	inner membrane
P94395	reviewed	YCGR_BACSU	UPF0718 protein YcgR	ycgR BSU03250	Bacillus subtilis 168	NP_388207.1; NC_000964.3.;WP_010886400.1; NZ_JNCM01000030.1.;	294	BSU03250	NA	GO:0005886	NA	inner membrane
P94409	reviewed	YCLG_BACSU	Uncharacterized protein YclG	yclG BSU03680	Bacillus subtilis 168	NP_388250.1; NC_000964.3.;WP_003246729.1; NZ_JNCM01000031.1.;	584	BSU03680	NA	NA	NA	unknown
P94475	reviewed	YEAD_BACSU	Uncharacterized protein YeaD	yeaD BSU06340	Bacillus subtilis 168	NP_388515.2; NC_000964.3.;WP_003243539.1; NZ_JNCM01000032.1.;	398	BSU06340	NA	NA	NA	unknown
P94479	reviewed	YNBB_BACSU	Uncharacterized protein YnbB	ynbB BSU17440	Bacillus subtilis 168	NP_389626.2; NC_000964.3.;WP_003245218.1; NZ_JNCM01000035.1.;	421	BSU17440	NA	NA	NA	unknown
P94480	reviewed	YNAB_BACSU	Uncharacterized protein YnaB	ynaB BSU17500	Bacillus subtilis 168	NP_389632.2; NC_000964.3.;WP_003245860.1; NZ_JNCM01000035.1.;	144	BSU17500	NA	NA	NA	unknown
P94481	reviewed	YNAC_BACSU	Uncharacterized protein YnaC	ynaC BSU17510	Bacillus subtilis 168	NP_389633.1; NC_000964.3.;WP_003245212.1; NZ_JNCM01000035.1.;	263	BSU17510	NA	NA	NA	unknown
P94483	reviewed	YNAE_BACSU	Uncharacterized protein YnaE	ynaE BSU17530	Bacillus subtilis 168	NP_389635.1; NC_000964.3.;WP_003245299.1; NZ_JNCM01000035.1.;	213	BSU17530	NA	NA	NA	unknown
P94484	reviewed	YNAF_BACSU	Uncharacterized protein YnaF	ynaF BSU17540	Bacillus subtilis 168	NP_389636.1; NC_000964.3.;WP_003245740.1; NZ_JNCM01000035.1.;	117	BSU17540	NA	NA	NA	unknown
P94485	reviewed	YNAG_BACSU	Uncharacterized protein YnaG	ynaG BSU17550	Bacillus subtilis 168	NP_389637.1; NC_000964.3.;WP_003245005.1; NZ_JNCM01000035.1.;	91	BSU17550	NA	GO:0005886	NA	inner membrane
P94487	reviewed	YNAI_BACSU	Uncharacterized protein YnaI	ynaI BSU17560	Bacillus subtilis 168	NP_389638.3; NC_000964.3.;WP_003245403.1; NZ_JNCM01000035.1.;	156	BSU17560	NA	NA	NA	unknown
P94495	reviewed	YNCE_BACSU	Uncharacterized protein YncE	yncE BSU17650	Bacillus subtilis 168	NP_389648.2; NC_000964.3.;WP_003245293.1; NZ_JNCM01000035.1.;	153	BSU17650	NA	NA	NA	unknown
P94496	reviewed	CSE60_BACSU	Sporulation protein cse60	cse60 yteV BSU30080	Bacillus subtilis 168	NP_390886.1; NC_000964.3.;WP_003223398.1; NZ_JNCM01000036.1.;	60	BSU30080	NA	GO:0030435	sporulation resulting in formation of a cellular spore [GO:0030435]	unknown
P94500	reviewed	YRDK_BACSU	Uncharacterized protein YrdK	yrdK BSU26680	Bacillus subtilis 168	NP_390545.2; NC_000964.3.;WP_009967853.1; NZ_JNCM01000036.1.;	105	BSU26680	NA	NA	NA	unknown
P94519	reviewed	YSDA_BACSU	Uncharacterized protein YsdA	ysdA BSU28840	Bacillus subtilis 168	NP_390762.1; NC_000964.3.;WP_003229490.1; NZ_JNCM01000036.1.;	89	BSU28840	NA	GO:0005886	NA	inner membrane
P94533	reviewed	YSFE_BACSU	Uncharacterized protein YsfE	ysfE BSU28700	Bacillus subtilis 168	NP_390748.1; NC_000964.3.;WP_003229515.1; NC_000964.3.;	80	BSU28700	NA	NA	NA	unknown
P94536	reviewed	YSFB_BACSU	Uncharacterized protein YsfB	ysfB BSU28670	Bacillus subtilis 168	NP_390745.2; NC_000964.3.;WP_004398908.1; NZ_JNCM01000036.1.;	368	BSU28670	NA	NA	NA	unknown
P94543	reviewed	YSHB_BACSU	Uncharacterized transmembrane protein YshB	yshB BSU28600	Bacillus subtilis 168	NP_390738.1; NC_000964.3.;WP_003229537.1; NZ_JNCM01000036.1.;	177	BSU28600	NA	GO:0005886; GO:0009403	toxin biosynthetic process [GO:0009403]	inner membrane
P94546	reviewed	YSHE_BACSU	UPF0719 transmembrane protein YshE	yshE BSU28570	Bacillus subtilis 168	NP_390735.1; NC_000964.3.;WP_003237674.1; NZ_JNCM01000036.1.;	134	BSU28570	NA	GO:0005886	NA	inner membrane
P94560	reviewed	YSNF_BACSU	Stress response protein YsnF	ysnF BSU28340	Bacillus subtilis 168	NP_390712.3; NC_000964.3.;WP_003229586.1; NZ_JNCM01000036.1.;	273	BSU28340	NA	NA	NA	unknown
P94563	reviewed	YSND_BACSU	Uncharacterized protein YsnD	ysnD BSU28320	Bacillus subtilis 168	NP_390710.1; NC_000964.3.;WP_004398743.1; NZ_JNCM01000036.1.;	111	BSU28320	NA	NA	NA	unknown
P94569	reviewed	YSOA_BACSU	TPR repeat-containing protein YsoA	ysoA BSU28240	Bacillus subtilis 168	NP_390702.2; NC_000964.3.;WP_003229609.1; NZ_JNCM01000036.1.;	334	BSU28240	NA	NA	NA	unknown
P94572	reviewed	YWOB_BACSU	Uncharacterized protein YwoB	ywoB BSU36500	Bacillus subtilis 168	NP_391531.1; NC_000964.3.;WP_003244424.1; NZ_JNCM01000034.1.;	154	BSU36500	NA	GO:0005886	NA	inner membrane
P94573	reviewed	YWOC_BACSU	Uncharacterized isochorismatase family protein YwoC (EC 3.-.-.-)	ywoC BSU36490	Bacillus subtilis 168	NP_391530.2; NC_000964.3.;WP_003227761.1; NZ_JNCM01000034.1.;	189	BSU36490	NA	GO:0008908	NA	unknown
P94588	reviewed	YWPF_BACSU	Uncharacterized protein YwpF	ywpF BSU36330	Bacillus subtilis 168	NP_391514.1; NC_000964.3.;WP_003227794.1; NZ_JNCM01000034.1.;	136	BSU36330	NA	NA	NA	unknown
P96502	reviewed	YVIE_BACSU	Uncharacterized protein YviE	yviE BSU35390	Bacillus subtilis 168	NP_391419.1; NC_000964.3.;WP_003243053.1; NZ_JNCM01000033.1.;	191	BSU35390	NA	NA	NA	unknown
P96585	reviewed	YDAK_BACSU	Uncharacterized membrane protein YdaK	ydaK BSU04280	Bacillus subtilis 168	NP_388309.1; NC_000964.3.;WP_003246541.1; NZ_JNCM01000031.1.;	283	BSU04280	NA	GO:0005886	NA	inner membrane
P96594	reviewed	YDAS_BACSU	UPF0410 protein YdaS	ydaS BSU04370	Bacillus subtilis 168	NP_388318.1; NC_000964.3.;WP_003246519.1; NZ_JNCM01000031.1.;	85	BSU04370	NA	GO:0005886	NA	inner membrane
P96595	reviewed	YDAT_BACSU	Uncharacterized protein YdaT	ydaT BSU04380	Bacillus subtilis 168	NP_388319.1; NC_000964.3.;WP_003246574.1; NZ_JNCM01000031.1.;	150	BSU04380	NA	NA	NA	unknown
P96596	reviewed	YDBA_BACSU	Uncharacterized protein YdbA	ydbA BSU04390	Bacillus subtilis 168	NP_388320.1; NC_000964.3.;WP_003246628.1; NZ_JNCM01000031.1.;	272	BSU04390	NA	NA	NA	unknown
P96597	reviewed	YDBB_BACSU	Uncharacterized protein YdbB	ydbB BSU04410	Bacillus subtilis 168	NP_388322.1; NC_000964.3.;WP_003246564.1; NZ_JNCM01000031.1.;	113	BSU04410	NA	GO:0030145	NA	unknown
P96598	reviewed	YDBC_BACSU	Uncharacterized protein YdbC	ydbC BSU04420	Bacillus subtilis 168	NP_388323.1; NC_000964.3.;WP_003246730.1; NZ_JNCM01000031.1.;	119	BSU04420	NA	NA	NA	unknown
P96606	reviewed	YDBK_BACSU	Uncharacterized membrane protein YdbK	ydbK BSU04500	Bacillus subtilis 168	NP_388331.1; NC_000964.3.;WP_010886409.1; NZ_CP053102.1.;	246	BSU04500	NA	GO:0005886	NA	inner membrane
P96607	reviewed	YDBL_BACSU	Uncharacterized protein YdbL	ydbL BSU04510	Bacillus subtilis 168	NP_388332.1; NC_000964.3.;WP_003225151.1; NZ_JNCM01000031.1.;	111	BSU04510	NA	GO:0005886	NA	inner membrane
P96609	reviewed	YDBN_BACSU	Uncharacterized protein YdbN	ydbN BSU04530	Bacillus subtilis 168	NP_388334.1; NC_000964.3.;WP_010886410.1; NZ_JNCM01000031.1.;	59	BSU04530	NA	NA	NA	unknown
P96615	reviewed	YDBS_BACSU	UPF0699 transmembrane protein YdbS	ydbS BSU04590	Bacillus subtilis 168	NP_388340.1; NC_000964.3.;WP_003234318.1; NZ_JNCM01000031.1.;	159	BSU04590	NA	GO:0005886	NA	inner membrane
P96616	reviewed	YDBT_BACSU	UPF0699 transmembrane protein YdbT	ydbT BSU04600	Bacillus subtilis 168	NP_388341.1; NC_000964.3.;WP_009966602.1; NZ_JNCM01000031.1.;	493	BSU04600	NA	GO:0005886	NA	inner membrane
P96623	reviewed	YDCF_BACSU	Uncharacterized protein YdcF	ydcF BSU04750	Bacillus subtilis 168	NP_388356.1; NC_000964.3.;WP_010886412.1; NC_000964.3.;	97	BSU04750	NA	NA	NA	unknown
P96624	reviewed	YDCG_BACSU	UPF0310 protein YdcG	ydcG BSU04760	Bacillus subtilis 168	NP_388357.1; NC_000964.3.;WP_003246529.1; NZ_JNCM01000031.1.;	146	BSU04760	NA	NA	NA	unknown
P96632	reviewed	YDCO_BACSU	Uncharacterized protein YdcO	ydcO BSU04840	Bacillus subtilis 168	NP_388365.1; NC_000964.3.;WP_009966618.1; NZ_JNCM01000031.1.;	86	BSU04840	NA	NA	NA	unknown
P96633	reviewed	YDCP_BACSU	Putative uncharacterized protein YdcP	ydcP BSU04850	Bacillus subtilis 168	NP_388366.1; NC_000964.3.;WP_009966619.1; NZ_JNCM01000031.1.;	126	BSU04850	NA	NA	NA	unknown
P96636	reviewed	YDCS_BACSU	Uncharacterized protein YdcS	ydcS BSU04880	Bacillus subtilis 168	NP_388369.1; NC_000964.3.;WP_009966623.1; NZ_JNCM01000031.1.;	89	BSU04880	NA	NA	NA	unknown
P96637	reviewed	YDCT_BACSU	Uncharacterized protein YdcT	ydcT BSU04890	Bacillus subtilis 168	NP_388370.1; NC_000964.3.;WP_009966624.1; NZ_JNCM01000031.1.;	88	BSU04890	NA	NA	NA	unknown
P96638	reviewed	YDDA_BACSU	Uncharacterized protein YddA	yddA BSU04900	Bacillus subtilis 168	NP_388371.1; NC_000964.3.;WP_009966625.1; NZ_JNCM01000031.1.;	102	BSU04900	NA	NA	NA	unknown
P96640	reviewed	YDDC_BACSU	Uncharacterized protein YddC	yddC BSU04920	Bacillus subtilis 168	NP_388373.1; NC_000964.3.;WP_003328173.1; NZ_JNCM01000031.1.;	82	BSU04920	NA	GO:0005886	NA	inner membrane
P96641	reviewed	YDDD_BACSU	Uncharacterized protein YddD	yddD BSU04930	Bacillus subtilis 168	NP_388374.1; NC_000964.3.;WP_009966628.1; NZ_JNCM01000031.1.;	174	BSU04930	NA	GO:0005886	NA	inner membrane
P96643	reviewed	YDDF_BACSU	Uncharacterized protein YddF	yddF BSU04950	Bacillus subtilis 168	NP_388376.1; NC_000964.3.;WP_009966630.1; NZ_JNCM01000031.1.;	108	BSU04950	NA	NA	NA	unknown
P96646	reviewed	YDDI_BACSU	Uncharacterized protein YddI	yddI BSU04980	Bacillus subtilis 168	NP_388379.1; NC_000964.3.;WP_009966634.1; NZ_JNCM01000031.1.;	168	BSU04980	NA	GO:0016020	NA	unknown
P96647	reviewed	YDDJ_BACSU	Uncharacterized protein YddJ	yddJ BSU04990	Bacillus subtilis 168	NP_388380.1; NC_000964.3.;WP_009969670.1; NZ_JNCM01000031.1.;	126	BSU04990	NA	NA	NA	unknown
P96650	reviewed	YDDM_BACSU	Uncharacterized protein YddM	yddM BSU05030	Bacillus subtilis 168	NP_388384.1; NC_000964.3.;WP_010886416.1; NZ_JNCM01000031.1.;	313	BSU05030	NA	GO:0005886	NA	inner membrane
P96651	reviewed	YDDN_BACSU	Uncharacterized protein YddN	yddN BSU05040	Bacillus subtilis 168	NP_388385.1; NC_000964.3.;WP_003234259.1; NZ_JNCM01000031.1.;	339	BSU05040	NA	GO:0005829; GO:0016705	NA	unknown
P96654	reviewed	YDDQ_BACSU	Uncharacterized isochorismatase family protein YddQ (EC 3.-.-.-)	yddQ BSU05070	Bacillus subtilis 168	NP_388388.1; NC_000964.3.;WP_003234256.1; NZ_JNCM01000031.1.;	180	BSU05070	NA	GO:0016787	NA	unknown
P96655	reviewed	YDDR_BACSU	UPF0173 protein YddR (EC 3.-.-.-)	yddR BSU05080	Bacillus subtilis 168	NP_388389.1; NC_000964.3.;WP_003234254.1; NZ_JNCM01000031.1.;	254	BSU05080	NA	GO:0016787	NA	unknown
P96657	reviewed	YDDT_BACSU	Uncharacterized protein YddT	yddT BSU05100	Bacillus subtilis 168	NP_388391.1; NC_000964.3.;WP_004399401.1; NZ_CP136402.1.;	228	BSU05100	NA	NA	NA	unknown
P96659	reviewed	YDEB_BACSU	Putative transcription factor YdeB	ydeB BSU05130	Bacillus subtilis 168	NP_388394.1; NC_000964.3.;WP_010886417.1; NZ_JNCM01000031.1.;	153	BSU05130	NA	GO:0009303	rRNA transcription [GO:0009303]	unknown
P96665	reviewed	YDEH_BACSU	Uncharacterized membrane protein YdeH	ydeH BSU05200	Bacillus subtilis 168	NP_388401.1; NC_000964.3.;WP_010886419.1; NC_000964.3.;	148	BSU05200	NA	GO:0005886	NA	inner membrane
P96666	reviewed	YDEI_BACSU	Uncharacterized protein YdeI	ydeI BSU05210	Bacillus subtilis 168	NP_388402.1; NC_000964.3.;WP_003234230.1; NZ_JNCM01000031.1.;	197	BSU05210	NA	NA	NA	unknown
P96670	reviewed	YDEM_BACSU	Uncharacterized protein YdeM	ydeM BSU05250	Bacillus subtilis 168	NP_388406.1; NC_000964.3.;WP_003234221.1; NZ_JNCM01000031.1.;	141	BSU05250	NA	NA	NA	unknown
P96672	reviewed	YDEO_BACSU	UPF0750 membrane protein YdeO	ydeO BSU05280	Bacillus subtilis 168	NP_388409.1; NC_000964.3.;WP_003234217.1; NZ_JNCM01000031.1.;	290	BSU05280	NA	GO:0005886	NA	inner membrane
P96673	reviewed	YDEP_BACSU	Uncharacterized HTH-type transcriptional regulator YdeP	ydeP BSU05290	Bacillus subtilis 168	NP_388410.1; NC_000964.3.;WP_003242640.1; NZ_JNCM01000031.1.;	128	BSU05290	NA	GO:0003677	NA	unknown
P96682	reviewed	YDFE_BACSU	Uncharacterized protein YdfE	ydfE BSU05380	Bacillus subtilis 168	NP_388419.1; NC_000964.3.;WP_003243530.1; NZ_JNCM01000031.1.;	207	BSU05380	NA	GO:0010181; GO:0016646	NA	unknown
P96684	reviewed	YDFG_BACSU	Uncharacterized protein YdfG	ydfG BSU05400	Bacillus subtilis 168	NP_388421.1; NC_000964.3.;WP_003242768.1; NZ_JNCM01000031.1.;	147	BSU05400	NA	GO:0051920	NA	unknown
P96689	reviewed	YDFK_BACSU	Uncharacterized membrane protein YdfK	ydfK BSU05450	Bacillus subtilis 168	NP_388426.1; NC_000964.3.;WP_003242513.1; NZ_JNCM01000031.1.;	229	BSU05450	NA	GO:0005886	NA	inner membrane
P96695	reviewed	YDFQ_BACSU	Thioredoxin-like protein YdfQ	ydfQ BSU05510	Bacillus subtilis 168	NP_388432.1; NC_000964.3.;WP_003244013.1; NZ_JNCM01000031.1.;	112	BSU05510	NA	NA	NA	unknown
P96697	reviewed	YDFS_BACSU	UPF0702 transmembrane protein YdfS	ydfS BSU05540	Bacillus subtilis 168	NP_388435.1; NC_000964.3.;WP_003234156.1; NZ_JNCM01000031.1.;	235	BSU05540	NA	GO:0005886	NA	inner membrane
P96699	reviewed	YDGA_BACSU	Uncharacterized protein YdgA	ydgA BSU05560	Bacillus subtilis 168	NP_388437.1; NC_000964.3.;WP_003234151.1; NZ_JNCM01000031.1.;	80	BSU05560	NA	NA	NA	unknown
P96700	reviewed	YDGB_BACSU	Uncharacterized protein YdgB	ydgB BSU05570	Bacillus subtilis 168	NP_388438.1; NC_000964.3.;WP_003243854.1; NZ_JNCM01000031.1.;	90	BSU05570	NA	NA	NA	unknown
P96701	reviewed	YDGC_BACSU	Uncharacterized HTH-type transcriptional regulator YdgC	ydgC BSU05580	Bacillus subtilis 168	NP_388439.1; NC_000964.3.;WP_003234149.1; NZ_JNCM01000031.1.;	195	BSU05580	NA	GO:0003677	NA	unknown
P96702	reviewed	YDGD_BACSU	Uncharacterized protein YdgD	ydgD BSU05590	Bacillus subtilis 168	NP_388440.1; NC_000964.3.;WP_009966666.1; NZ_JNCM01000031.1.;	114	BSU05590	NA	GO:0005886	NA	inner membrane
P96714	reviewed	YWQB_BACSU	Uncharacterized protein YwqB	ywqB BSU36270	Bacillus subtilis 168	NP_391508.2; NC_000964.3.;WP_003227806.1; NZ_JNCM01000034.1.;	536	BSU36270	NA	GO:0008270	NA	unknown
P96719	reviewed	YWQG_BACSU	Uncharacterized protein YwqG	ywqG BSU36220	Bacillus subtilis 168	NP_391503.1; NC_000964.3.;WP_003244223.1; NZ_JNCM01000034.1.;	261	BSU36220	NA	NA	NA	unknown
P96727	reviewed	YWQO_BACSU	Uncharacterized protein YwqO	ywqO BSU36140	Bacillus subtilis 168	NP_391495.1; NC_000964.3.;WP_003243378.1; NZ_JNCM01000034.1.;	73	BSU36140	NA	NA	NA	unknown
P96728	reviewed	YWSA_BACSU	Uncharacterized protein YwsA	ywsA BSU35980	Bacillus subtilis 168	NP_391479.1; NC_000964.3.;WP_003243460.1; NZ_JNCM01000034.1.;	98	BSU35980	NA	NA	NA	unknown
P96739	reviewed	YWTC_BACSU	Uncharacterized protein YwtC	ywtC BSU35870	Bacillus subtilis 168	NP_391468.1; NC_000964.3.;WP_003227896.1; NZ_JNCM01000034.1.;	55	BSU35870	NA	NA	NA	unknown
P97028	reviewed	YGAN_BACSU	Uncharacterized protein YgaN	ygaN BSU08870	Bacillus subtilis 168	NP_388767.1; NC_000964.3.;WP_003245073.1; NZ_JNCM01000035.1.;	178	BSU08870	NA	NA	NA	unknown
